"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"KTOV","Kitov Pharmaceuticals Holdings Ltd.","1.53","6477741.54","4233818","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharmaceuticals Holdings Ltd.","0.4399","0","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ktovw",
"KLAC","KLA-Tencor Corporation","91.51","14345347630.73","n/a","1980","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/klac",
"KLXI","KLX Inc.","50","2586165450","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/klxi",
"KONA","Kona Grill, Inc.","3.7","37364919.9","n/a","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
"KOPN","Kopin Corporation","3.71","278974796.73","n/a","1992","Technology","Semiconductors","http://www.nasdaq.com/symbol/kopn",
"KRNT","Kornit Digital Ltd.","19.35","650462885.55","n/a","2015","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/krnt",
"KOSS","Koss Corporation","1.81","13362697.86","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KWEB","KraneShares CSI China Internet ETF","47.9","162860000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","11.87","1026115017.08","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/ktos",
"KLIC","Kulicke and Soffa Industries, Inc.","19.02","1350154651.98","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","9.3","199067588.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kura",
"KVHI","KVH Industries, Inc.","9.5","161729615","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/kvhi",
"FSTR","L.B. Foster Company","21.45","221617174.35","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","29.77","658615285.12","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","15.75","96269071.5","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","18.85","892563654.45","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","45.88","1155415539","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","14.5","105334090","n/a","1986","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","141.43","22814339188.4","n/a","1984","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","73.57","7203347730.74","n/a","1996","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","122.62","3365071818.42","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings, Inc.","10.12","316250000","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/lca",
"LCAHU","Landcadia Holdings, Inc.","10.8","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings, Inc.","0.73","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/lcahw",
"LNDC","Landec Corporation","14.85","405481908.15","n/a","1996","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","30.5","118032621","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","16","365843696","n/a","2014","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrk",
"LMRKO","Landmark Infrastructure Partners LP","25.14","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","24.949","0","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","14.9","477237449.1","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","85.6","3588769385.6","n/a","1993","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/lstr",
"LNTH","Lantheus Holdings, Inc.","17.65","658613721.25","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","2.43","42736128.12","n/a","2000","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","6.66","813724754.04","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","17.53","2952130516.87","n/a","2017","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","22.15","195713191.5","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/laws",
"LAYN","Layne Christensen Company","8.79","174535075.05","n/a","1992","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/layn",
"LCNB","LCNB Corporation","20","200075760","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lcnb",
"LBIX","Leading Brands Inc","1.68","4708052.16","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/lbix",
"LPTX","LEAP THERAPEUTICS, INC.","6.58","61802084.12","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/lptx",
"LGCY","Legacy Reserves LP","1.46","106030384.46","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcy",
"LGCYO","Legacy Reserves LP","6.86","48020000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyo",
"LGCYP","Legacy Reserves LP","6.32","12640000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyp",
"LTXB","LegacyTexas Financial Group, Inc.","38.13","1827957271.29","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ltxb",
"DDBI","Legg Mason Developed EX-US Diversified Core ETF","27.8499","5569980","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddbi",
"EDBI","Legg Mason Emerging Markets Diversified Core ETF","30.2599","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/edbi",
"INFR","Legg Mason Global Infrastructure ETF","28.63","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/infr",
"LVHD","Legg Mason Low Volatility High Dividend ETF","29.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lvhd",
"UDBI","Legg Mason US Diversified Core ETF","29.48","3065920","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/udbi",
"LMAT","LeMaitre Vascular, Inc.","31.22","587226751.86","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","172.2","2056599237","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tree",
"LXRX","Lexicon Pharmaceuticals, Inc.","16.45","1731121770.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lxrx",
"LGIH","LGI Homes, Inc.","40.18","867882414.98","n/a","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","67.89","1241031915.6","n/a","2005","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lhcg",
"LLIT","Lianluo Smart Limited","1.12","19390096.32","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/llit",
"LBRDA","Liberty Broadband Corporation","85.79","15598074338.91","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","86.75","15772618590.75","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrdk",
"LEXEA","Liberty Expedia Holdings, Inc.","54.02","3088028612.86","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lexea",
"LEXEB","Liberty Expedia Holdings, Inc.","53.4599","3056010752.3257","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lexeb",
"LBTYA","Liberty Global plc","32.12","27537833583.92","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","31.05","26620477359.3","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","31.18","26731931853.88","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Global plc","21.77","3749778134.62","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lila",
"LILAK","Liberty Global plc","21.41","3687769860.46","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lilak",
"LVNTA","Liberty Interactive Corporation","52.29","4469272472.07","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvnta",
"LVNTB","Liberty Interactive Corporation","53.331","4558247661.273","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvntb",
"QVCA","Liberty Interactive Corporation","24.54","11065521732.24","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvca",
"QVCB","Liberty Interactive Corporation","24.8","11182760348.8","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvcb",
"BATRA","Liberty Media Corporation","23.89","0","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/batra",
"BATRK","Liberty Media Corporation","23.97","1495010074.53","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/batrk",
"FWONA","Liberty Media Corporation","35.03","0","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/fwona",
"FWONK","Liberty Media Corporation","36.62","7869587354.54","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/fwonk",
"LSXMA","Liberty Media Corporation","41.98","0","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","41.98","0","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxmb",
"LSXMK","Liberty Media Corporation","41.7","14535966060.6","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxmk",
"TAX","Liberty Tax, Inc.","12.95","164239022.5","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tax",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","11.6","870037862.4","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","11.305","847911899.52","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpb",
"LPNT","LifePoint Health, Inc.","67.15","2710588987","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/lpnt",
"LCUT","Lifetime Brands, Inc.","18.15","264549826.2","n/a","1991","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","4.33","61627196.97","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","9.34","150879247.3","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","121.4","2548920348.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","1.73","17147524.72","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","2.7","65112479.1","n/a","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/lpth",
"LLEX","Lilis Energy, Inc.","4.9","247055799.9","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/llex",
"LMB","Limbach Holdings, Inc.","11.99","89380677.98","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/lmb",
"LLNW","Limelight Networks, Inc.","2.89","312056758.13","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/llnw",
"LMNR","Limoneira Co","23.63","340390882.53","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","3.1","76629070.5","n/a","2005","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","92.09","6059168742.76","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc. ","10.5","473527855.5","n/a","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/lind",
"LINDW","Lindblad Expeditions Holdings Inc. ","2.25","0","n/a","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/lindw",
"LINU","LiNiu Technology Group","0.52","38967642.48","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/linu",
"LPCN","Lipocine Inc.","4.02","77455157.04","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lpcn",
"LQDT","Liquidity Services, Inc.","6.35","199935191.95","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","165","3744297645","n/a","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/lfus",
"LIVN","LivaNova PLC","61.21","2949464753.95","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","24.2","837492546","n/a","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","10.34","20514725.44","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","11","642887201","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/lpsn",
"LKQ","LKQ Corporation","32.95","10157999053.4","n/a","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/lkq",
"LMFA","LM Funding America, Inc.","4.1665","13749450","n/a","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.1502","0","n/a","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfaw",
"LOGI","Logitech International S.A.","36.66","5996512493.4","n/a","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","104.5","5505227618","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/logm",
"EVAR","Lombard Medical, Inc.","0.55","15372931.75","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/evar",
"CNCR","Loncar Cancer Immunotherapy ETF","23.03","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cncr",
"LONE","Lonestar Resources US Inc.","4.3","93845414.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lone",
"LTEA","Long Island Iced Tea Corp.","5.4","45268556.4","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ltea",
"LORL","Loral Space and Communications, Inc.","41.55","1285255804.05","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lorl",
"LOXO","Loxo Oncology, Inc.","80.19","2096982934.2","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/loxo",
"LPLA","LPL Financial Holdings Inc.","42.46","3835052248.72","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lpla",
"LRAD","LRAD Corporation","1.7","54060175.1","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/lrad",
"LYTS","LSI Industries Inc.","9.05","229866615.3","n/a","1985","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/lyts",
"LULU","lululemon athletica inc.","59.67","8157498171.03","n/a","2007","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","57.05","3488604647.5","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","21.12","927719337.6","n/a","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmnx",
"LMOS","Lumos Networks Corp.","17.87","427880352.2","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lmos",
"LUNA","Luna Innovations Incorporated","1.51","42263547.04","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/luna",
"MBTF","M B T Financial Corp","9.7","221793730.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbtf",
"MACQ","M I Acquisitions, Inc.","10.07","71081542.01","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/macq",
"MACQU","M I Acquisitions, Inc.","10.24","0","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/macqu",
"MACQW","M I Acquisitions, Inc.","0.31","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/macqw",
"MIII","M III Acquisition Corp.","9.8","188258000","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/miii",
"MIIIU","M III Acquisition Corp.","10.26","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/miiiu",
"MIIIW","M III Acquisition Corp.","0.45","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/miiiw",
"MBVX","MabVax Therapeutics Holdings, Inc.","1.39","12104873.38","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mbvx",
"MCBC","Macatawa Bank Corporation","9.54","323833287.06","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","13.99","88066070.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","55.77","3559663690.44","n/a","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","17.51","632331503.43","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","16.26","197842005.3","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","4.92","112926044.16","n/a","1993","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","72.9","1728978120.9","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/mgln",
"MGIC","Magic Software Enterprises Ltd.","7.95","353665576.2","n/a","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","7.2","115893964.8","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"MNGA","MagneGas Corporation","1.23","7613700","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mnga",
"MGYR","Magyar Bancorp, Inc.","13.12","76368187.52","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","11.1","960741951.9","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhld",
"MSFG","MainSource Financial Group, Inc.","33.51","856123533","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msfg",
"MMYT","MakeMyTrip Limited","33.55","1768292842.25","n/a","2010","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","25.87","463865553.32","n/a","2014","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","23.95","157415781.8","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","6.65","81590938.1","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mams",
"TUSK","Mammoth Energy Services, Inc.","18.6","827700000","n/a","2016","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/tusk",
"MANH","Manhattan Associates, Inc.","48.06","3337477678.8","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","5.95","48306122.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","6.98","115534258.28","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","15.6","42289384.8","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","1.41","142418819.55","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","41.38","1605412784.02","n/a","2002","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/mant",
"MARA","Marathon Patent Group, Inc.","0.378","8791324.416","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","2.98","128809427.2","n/a","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mchx",
"MARPS","Marine Petroleum Trust","3.74","7480000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","1.37","30714720.48","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrns",
"MKTX","MarketAxess Holdings, Inc.","201.1","7547136197","n/a","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","25.15","315939682.1","n/a","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/mrln",
"MAR","Marriott International","100.31","38006530029.09","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","1.29","40442631.33","n/a","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","27.4","895649912.2","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","17.55","674838075.6","n/a","2002","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","16.52","8302952000","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","91.18","4692355035.46","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/masi",
"MTCH","Match Group, Inc.","17.38","4490181501.08","n/a","2015","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","11.87","158801251.9","13378370","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtls",
"MPAC","Matlin & Partners Acquisition Corporation","9.65","392031250","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mpac",
"MPACU","Matlin & Partners Acquisition Corporation","10.03","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mpacu",
"MPACW","Matlin & Partners Acquisition Corporation","0.5","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/mpacw",
"MTRX","Matrix Service Company","9.35","260754828.95","n/a","1990","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","21.53","7375238603.04","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mat",
"MATR","Mattersight Corporation","2.55","83348081.1","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/matr",
"MATW","Matthews International Corporation","61.25","1973411055","n/a","1994","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/matw",
"MXIM","Maxim Integrated Products, Inc.","44.9","12686256670.8","n/a","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxim",
"MXPT","MaxPoint Interactive, Inc.","7.42","50058755.46","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/mxpt",
"MXWL","Maxwell Technologies, Inc.","5.99","220931781.64","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mxwl",
"MZOR","Mazor Robotics Ltd.","34.58","468639605.98","13552331","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mzor",
"MBFI","MB Financial Inc.","44.04","3692893827","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfi",
"MBFIP","MB Financial Inc.","26.1699","104679600","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfip",
"MCFT","MCBC Holdings, Inc.","19.55","364382850.95","n/a","2015","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mcft",
"MGRC","McGrath RentCorp","34.63","830483085.04","n/a","1984","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","9.9","494357440.5","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/mdca",
"MFIN","Medallion Financial Corp.","2.39","58024099.74","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","23.25","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mfinl",
"MTBC","Medical Transcription Billing, Corp.","1.42","16312501.34","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","24.8","7307468.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbcp",
"MNOV","MediciNova, Inc.","5.26","181683256.18","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","78.2","4563622266.2","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","2.18","2678053.7","1228465","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdgs",
